item_id,gold_label,gold_source
cifar10_test_01913,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01914,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01915,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01916,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01917,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01918,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01919,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01920,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01921,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01922,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01923,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01924,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01925,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01926,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01927,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01928,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01929,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01930,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01931,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01932,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01933,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01934,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01935,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01936,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01937,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01938,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01939,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01940,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01941,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01942,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01943,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01944,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01945,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01946,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01947,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01948,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01949,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01950,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01951,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01952,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01953,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01954,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01955,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01956,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01957,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01958,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01959,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01960,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01961,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01962,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01963,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01964,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01965,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01966,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01967,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01968,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01969,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01970,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01971,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01972,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01973,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01974,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01975,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01976,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01977,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01978,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01979,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01980,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01981,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01982,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01983,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01984,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01985,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01986,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01987,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01988,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01989,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01990,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01991,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01992,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01993,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01994,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01995,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01996,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01997,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01998,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_01999,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02000,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02001,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02002,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02003,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02004,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02005,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02006,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02007,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02008,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02009,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02010,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02011,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02012,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02013,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02014,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02015,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02016,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02017,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02018,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02019,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02020,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02021,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02022,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02023,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02024,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02025,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02026,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02027,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02028,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02029,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02030,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02031,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02032,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02033,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02034,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02035,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02036,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02037,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02038,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02039,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02040,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02041,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02042,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02043,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02044,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02045,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02046,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02047,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02048,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02049,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02050,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02051,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02052,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02053,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02054,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02055,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02056,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02057,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02058,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02059,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02060,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02061,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02062,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02063,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02064,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02065,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02066,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02067,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02068,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02069,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02070,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02071,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02072,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02073,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02074,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02075,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02076,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02077,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02078,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02079,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02080,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02081,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02082,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02083,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02084,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02085,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02086,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02087,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02088,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02089,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02090,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02091,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02092,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02093,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02094,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02095,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02096,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02097,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02098,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02099,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02100,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02101,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02102,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02103,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02104,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02105,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02106,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02107,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02108,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02109,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02110,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02111,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02112,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02113,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02114,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02115,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02116,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02117,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02118,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02119,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02120,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02121,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02122,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02123,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02124,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02125,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02126,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02127,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02128,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02129,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02130,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02131,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02132,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02133,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02134,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02135,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02136,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02137,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02138,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02139,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02140,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02141,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02142,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02143,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02144,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02145,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02146,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02147,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02148,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02149,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02150,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02151,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02152,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02153,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02154,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02155,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02156,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02157,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02158,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02159,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02160,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02161,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02162,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02163,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02164,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02165,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02166,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02167,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02168,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02169,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02170,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02171,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02172,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02173,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02174,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02175,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02176,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02177,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02178,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02179,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02180,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02181,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02182,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02183,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02184,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02185,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02186,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02187,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02188,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02189,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02190,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02191,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02192,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02193,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02194,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02195,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02196,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02197,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02198,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02199,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02200,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02201,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02202,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02203,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02204,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02205,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02206,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02207,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02208,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02209,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02210,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02211,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02212,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02213,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02214,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02215,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02216,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02217,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02218,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02219,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02220,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02221,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02222,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02223,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02224,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02225,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02226,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02227,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02228,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02229,4,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02230,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02231,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02232,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02233,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02234,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02235,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02236,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02237,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02238,1,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02239,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02240,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02241,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02242,2,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02243,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02244,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02245,8,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02246,9,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02247,5,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02248,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02249,0,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02250,7,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02251,6,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02252,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
cifar10_test_02253,3,CIFAR-10 benchmark test label carried in CIFAR-10H raw file
